employee_id,review_date,performance_rating,review_cycle,promotion_recommendation,goal_achievement_score,reviewer_id
E00036,2025-06-01,Below Expectations,2025-H1,False,56.0,E02132
E00037,2024-05-25,Unsatisfactory,2024-H1,False,18.8,E05812
E00037,2024-11-28,High Performer,2024-H2,False,86.4,E05812
E00037,2025-06-27,Outstanding,2025-H1,True,92.2,E05812
E00038,2024-06-29,High Performer,2024-H1,True,81.9,E13776
E00038,2024-11-17,Meets Expectations,2024-H2,False,61.5,E13776
E00038,2025-05-19,High Performer,2025-H1,False,80.9,E13776
E00039,2024-05-25,High Performer,2024-H1,False,86.5,E09990
E00039,2024-12-20,High Performer,2024-H2,True,82.6,E09990
E00039,2025-06-03,Meets Expectations,2025-H1,False,63.6,E09990
E00040,2024-05-26,High Performer,2024-H1,False,69.7,E00663
E00040,2024-12-03,Meets Expectations,2024-H2,False,71.9,E00663
E00040,2025-06-17,Meets Expectations,2025-H1,False,69.2,E00663
E00041,2024-06-03,High Performer,2024-H1,False,75.4,E01129
E00041,2024-12-12,Outstanding,2024-H2,True,83.4,E01129
E00041,2025-05-28,High Performer,2025-H1,False,78.0,E01129
E00042,2024-06-11,Meets Expectations,2024-H1,False,61.3,E02271
E00042,2024-11-30,Outstanding,2024-H2,True,81.8,E02271
E00042,2025-06-03,Meets Expectations,2025-H1,False,59.1,E02271
E00043,2024-06-07,High Performer,2024-H1,False,76.4,E11265
E00043,2024-12-30,Outstanding,2024-H2,False,79.6,E11265
E00043,2025-06-28,Below Expectations,2025-H1,False,50.6,E11265
E00044,2024-05-21,Meets Expectations,2024-H1,False,72.9,E11909
E00044,2024-12-03,Meets Expectations,2024-H2,False,53.5,E11909
E00044,2025-06-10,Meets Expectations,2025-H1,False,80.0,E11909
E00045,2024-05-17,High Performer,2024-H1,False,60.8,E13190
E00045,2024-12-28,Meets Expectations,2024-H2,False,69.6,E13190
E00045,2025-06-27,High Performer,2025-H1,True,86.3,E13190
E00046,2024-06-25,Meets Expectations,2024-H1,False,59.8,E10271
E00046,2024-12-30,Meets Expectations,2024-H2,False,48.6,E10271
E00049,2024-06-27,Meets Expectations,2024-H1,False,46.3,E13189
E00049,2024-12-08,Below Expectations,2024-H2,False,50.6,E13189
E00049,2025-06-19,Meets Expectations,2025-H1,False,62.3,E13189
E00050,2024-05-18,High Performer,2024-H1,False,83.9,E12593
E00050,2024-12-11,High Performer,2024-H2,False,78.4,E12593
E00050,2025-06-14,Outstanding,2025-H1,False,68.6,E12593
E00051,2024-06-07,Meets Expectations,2024-H1,False,65.6,E12215
E00051,2024-12-29,Meets Expectations,2024-H2,False,72.7,E12215
E00051,2025-05-26,Meets Expectations,2025-H1,False,65.1,E12215
E00052,2024-05-15,Below Expectations,2024-H1,False,59.8,E04479
E00052,2024-12-06,High Performer,2024-H2,False,58.9,E04479
E00052,2025-06-16,High Performer,2025-H1,False,78.0,E04479
E00054,2024-05-28,Meets Expectations,2024-H1,False,58.6,E02790
E00054,2024-11-28,Meets Expectations,2024-H2,False,79.8,E02790
E00054,2025-06-26,Meets Expectations,2025-H1,False,67.1,E02790
E00055,2024-05-14,Meets Expectations,2024-H1,False,66.2,E01159
E00055,2024-12-15,Meets Expectations,2024-H2,False,73.1,E01159
E00055,2025-06-12,Meets Expectations,2025-H1,False,71.0,E01159
E00057,2024-06-01,Meets Expectations,2024-H1,False,63.5,E12466
E00057,2024-12-09,Meets Expectations,2024-H2,False,65.0,E12466
E00057,2025-05-23,Below Expectations,2025-H1,False,38.1,E12466
E00058,2024-06-05,Outstanding,2024-H1,False,97.3,E04121
E00058,2024-12-30,High Performer,2024-H2,False,82.8,E04121
E00058,2025-06-22,Below Expectations,2025-H1,False,44.6,E04121
E00059,2024-06-23,Meets Expectations,2024-H1,False,55.3,E04760
E00059,2024-11-17,Unsatisfactory,2024-H2,False,50.9,E04760
E00059,2025-05-28,Unsatisfactory,2025-H1,False,17.3,E04760
E00060,2024-05-23,Outstanding,2024-H1,True,95.0,E09472
E00060,2024-11-24,Meets Expectations,2024-H2,False,74.7,E09472
E00060,2025-05-18,Below Expectations,2025-H1,False,44.1,E09472
E00061,2024-05-31,Outstanding,2024-H1,False,94.4,E05073
E00061,2024-11-12,Below Expectations,2024-H2,False,44.9,E05073
E00061,2025-06-06,Meets Expectations,2025-H1,False,74.1,E05073
E00064,2024-05-21,Meets Expectations,2024-H1,False,70.6,E12323
E00064,2024-12-12,Below Expectations,2024-H2,False,35.4,E12323
E00064,2025-06-28,Outstanding,2025-H1,False,83.7,E12323
E00065,2024-05-15,Below Expectations,2024-H1,False,50.3,E13598
E00065,2024-11-27,High Performer,2024-H2,False,56.7,E13598
E00065,2025-06-10,High Performer,2025-H1,False,67.0,E13598
E00066,2024-06-21,Below Expectations,2024-H1,False,52.0,E08970
E00066,2024-12-02,Outstanding,2024-H2,False,91.3,E08970
E00066,2025-05-25,Unsatisfactory,2025-H1,False,53.1,E08970
E00067,2024-06-21,Meets Expectations,2024-H1,False,66.2,E00645
E00067,2024-11-14,Below Expectations,2024-H2,False,49.9,E00645
E00067,2025-05-16,Meets Expectations,2025-H1,False,74.8,E00645
E00068,2024-06-15,Outstanding,2024-H1,True,95.3,E01379
E00068,2024-12-20,Outstanding,2024-H2,True,80.7,E01379
E00068,2025-06-25,High Performer,2025-H1,True,61.1,E01379
E00069,2024-05-23,High Performer,2024-H1,False,75.8,E13469
E00069,2024-11-24,Meets Expectations,2024-H2,False,66.4,E13469
E00069,2025-06-22,Below Expectations,2025-H1,False,40.6,E13469
E00070,2024-05-25,Meets Expectations,2024-H1,False,48.4,E00073
E00070,2024-12-10,Meets Expectations,2024-H2,False,49.0,E00073
E00070,2025-05-30,Meets Expectations,2025-H1,False,53.0,E00073
E00071,2024-06-04,Below Expectations,2024-H1,False,51.4,E04453
E00072,2024-06-01,Meets Expectations,2024-H1,False,71.0,E01982
E00072,2024-11-14,Below Expectations,2024-H2,False,47.9,E01982
E00072,2025-05-17,Below Expectations,2025-H1,False,43.7,E01982
E00073,2024-06-22,Meets Expectations,2024-H1,False,63.4,E07091
E00073,2024-11-16,Outstanding,2024-H2,False,98.8,E07091
E00073,2025-06-15,Meets Expectations,2025-H1,False,65.0,E07091
E00074,2024-06-05,Meets Expectations,2024-H1,False,54.1,E01790
E00074,2024-11-14,High Performer,2024-H2,False,73.6,E01790
E00074,2025-06-16,Meets Expectations,2025-H1,False,72.4,E01790
E00075,2024-06-26,Outstanding,2024-H1,False,99.8,E04991
E00075,2024-11-15,Outstanding,2024-H2,False,86.4,E04991
E00075,2025-06-10,High Performer,2025-H1,False,77.7,E04991
E00076,2024-05-31,High Performer,2024-H1,False,75.3,E09249
E00076,2024-12-04,High Performer,2024-H2,False,78.0,E09249
E00076,2025-05-26,Meets Expectations,2025-H1,False,63.6,E09249
E00077,2024-05-29,Meets Expectations,2024-H1,False,65.0,E00271
E00078,2024-06-13,Meets Expectations,2024-H1,False,67.0,E08854
E00079,2024-06-09,High Performer,2024-H1,True,82.4,E12077
E00079,2024-12-07,Meets Expectations,2024-H2,False,66.7,E12077
E00079,2025-06-03,Outstanding,2025-H1,False,87.7,E12077
E00080,2024-06-01,High Performer,2024-H1,False,74.0,E04045
E00080,2024-12-16,Meets Expectations,2024-H2,False,44.3,E04045
E00080,2025-06-16,High Performer,2025-H1,True,62.0,E04045
E00081,2024-05-22,Unsatisfactory,2024-H1,False,37.2,E06041
E00081,2024-12-09,Meets Expectations,2024-H2,False,63.0,E06041
E00081,2025-06-29,Meets Expectations,2025-H1,False,52.6,E06041
E00082,2024-06-04,High Performer,2024-H1,False,82.7,E08751
E00082,2024-12-06,Below Expectations,2024-H2,False,34.7,E08751
E00083,2024-06-08,Meets Expectations,2024-H1,False,61.4,E05122
E00083,2024-12-20,High Performer,2024-H2,False,71.6,E05122
E00083,2025-05-25,Outstanding,2025-H1,False,74.6,E05122
E00084,2024-06-21,High Performer,2024-H1,False,66.3,E03416
E00084,2024-12-04,High Performer,2024-H2,False,79.9,E03416
E00084,2025-05-17,High Performer,2025-H1,False,77.6,E03416
E00085,2024-06-19,Outstanding,2024-H1,False,87.8,E00361
E00085,2024-12-27,Meets Expectations,2024-H2,False,63.3,E00361
E00085,2025-06-27,Meets Expectations,2025-H1,False,53.5,E00361
E00086,2024-06-12,High Performer,2024-H1,True,77.3,E14091
E00086,2024-12-14,Below Expectations,2024-H2,False,46.3,E14091
E00086,2025-06-26,High Performer,2025-H1,False,75.2,E14091
E00087,2024-05-26,Meets Expectations,2024-H1,False,66.1,E03648
E00087,2024-12-24,Meets Expectations,2024-H2,False,70.0,E03648
E00087,2025-06-26,Below Expectations,2025-H1,False,43.0,E03648
E00088,2024-06-27,High Performer,2024-H1,False,77.3,E02795
E00088,2024-11-24,Meets Expectations,2024-H2,False,77.1,E02795
E00088,2025-06-02,Meets Expectations,2025-H1,False,62.8,E02795
E00089,2024-05-22,Unsatisfactory,2024-H1,False,26.2,E13308
E00089,2024-12-27,Meets Expectations,2024-H2,False,68.8,E13308
E00089,2025-05-23,High Performer,2025-H1,True,77.5,E13308
E00090,2024-06-18,Meets Expectations,2024-H1,False,63.9,E08922
E00090,2024-11-26,Meets Expectations,2024-H2,False,52.2,E08922
E00090,2025-06-29,Meets Expectations,2025-H1,False,62.4,E08922
E00091,2024-06-29,Below Expectations,2024-H1,False,50.5,E02408
E00091,2024-12-04,Meets Expectations,2024-H2,False,40.3,E02408
E00091,2025-06-24,Meets Expectations,2025-H1,False,71.0,E02408
E00092,2024-06-02,Outstanding,2024-H1,True,89.3,E02974
E00092,2024-11-20,Outstanding,2024-H2,False,74.6,E02974
E00092,2025-06-24,High Performer,2025-H1,False,74.8,E02974
E00093,2024-05-25,High Performer,2024-H1,True,73.2,E12046
E00093,2024-12-11,High Performer,2024-H2,False,87.3,E12046
E00093,2025-05-26,Meets Expectations,2025-H1,False,66.6,E12046
E00094,2024-06-05,Meets Expectations,2024-H1,False,71.7,E05815
E00094,2024-12-16,Below Expectations,2024-H2,False,32.0,E05815
E00094,2025-06-11,Meets Expectations,2025-H1,False,60.2,E05815
E00095,2024-06-18,High Performer,2024-H1,False,80.1,E00583
E00095,2024-12-20,Below Expectations,2024-H2,False,73.5,E00583
E00096,2024-06-12,Meets Expectations,2024-H1,False,58.7,E01760
E00096,2024-12-03,Outstanding,2024-H2,True,74.3,E01760
E00096,2025-06-02,High Performer,2025-H1,False,72.6,E01760
E00097,2024-06-26,Meets Expectations,2024-H1,False,56.0,E08267
E00097,2024-12-09,High Performer,2024-H2,True,86.1,E08267
E00097,2025-06-15,High Performer,2025-H1,False,76.4,E08267
E00098,2024-06-06,High Performer,2024-H1,True,67.9,E12970
E00098,2024-12-05,High Performer,2024-H2,True,78.0,E12970
E00098,2025-05-31,Outstanding,2025-H1,True,83.2,E12970
E00099,2024-06-09,Below Expectations,2024-H1,False,49.7,E00164
E00100,2024-06-24,High Performer,2024-H1,False,87.0,E01773
E00100,2024-11-13,Meets Expectations,2024-H2,False,57.7,E01773
E00100,2025-06-19,Outstanding,2025-H1,True,77.0,E01773
E00101,2024-05-19,Below Expectations,2024-H1,False,46.7,E01474
E00101,2024-12-03,Outstanding,2024-H2,False,88.6,E01474
E00101,2025-06-21,Meets Expectations,2025-H1,False,75.5,E01474
E00102,2024-06-26,High Performer,2024-H1,True,73.4,E06617
E00102,2024-12-19,High Performer,2024-H2,False,68.1,E06617
E00102,2025-06-16,Meets Expectations,2025-H1,False,63.1,E06617
E00103,2024-06-29,High Performer,2024-H1,False,51.6,E00919
E00103,2024-12-02,Outstanding,2024-H2,True,85.1,E00919
E00103,2025-05-27,High Performer,2025-H1,False,74.6,E00919
E00104,2024-05-17,High Performer,2024-H1,True,80.8,E06591
E00104,2024-12-23,High Performer,2024-H2,True,77.5,E06591
E00104,2025-06-04,High Performer,2025-H1,False,75.0,E06591
E00105,2024-05-15,High Performer,2024-H1,False,77.5,E09981
E00105,2024-12-11,Outstanding,2024-H2,True,85.3,E09981
E00105,2025-06-10,Meets Expectations,2025-H1,False,65.6,E09981
E00106,2024-05-30,Meets Expectations,2024-H1,False,56.6,E11480
E00107,2024-06-26,High Performer,2024-H1,True,82.8,E00817
E00107,2024-11-16,Meets Expectations,2024-H2,False,60.2,E00817
E00107,2025-06-01,Meets Expectations,2025-H1,False,64.6,E00817
E00108,2024-05-17,Unsatisfactory,2024-H1,False,27.4,E12890
E00108,2024-12-03,High Performer,2024-H2,False,72.0,E12890
E00108,2025-06-05,High Performer,2025-H1,False,72.5,E12890
E00109,2024-05-20,High Performer,2024-H1,True,86.5,E13244
E00109,2024-12-26,Meets Expectations,2024-H2,False,68.4,E13244
E00109,2025-05-30,Meets Expectations,2025-H1,False,50.2,E13244
E00110,2024-05-14,High Performer,2024-H1,False,72.6,E09255
E00110,2024-11-22,Meets Expectations,2024-H2,False,58.1,E09255
E00110,2025-05-23,High Performer,2025-H1,True,69.7,E09255
E00111,2024-05-30,Outstanding,2024-H1,False,87.3,E13967
E00111,2024-11-15,Meets Expectations,2024-H2,False,57.0,E13967
E00111,2025-06-11,Meets Expectations,2025-H1,False,55.2,E13967
E00113,2024-06-20,High Performer,2024-H1,False,78.0,E06591
E00113,2024-11-29,Meets Expectations,2024-H2,False,68.6,E06591
E00113,2025-06-27,Meets Expectations,2025-H1,False,66.2,E06591
E00114,2024-06-23,Outstanding,2024-H1,False,83.8,E00506
E00114,2024-11-26,Meets Expectations,2024-H2,False,77.0,E00506
E00114,2025-06-09,Meets Expectations,2025-H1,False,65.0,E00506
E00117,2024-06-14,Meets Expectations,2024-H1,False,49.4,E13889
E00117,2024-11-25,Meets Expectations,2024-H2,False,68.5,E13889
E00117,2025-06-14,Meets Expectations,2025-H1,False,62.0,E13889
E00118,2024-06-10,Meets Expectations,2024-H1,False,62.0,E08333
E00118,2024-12-17,Meets Expectations,2024-H2,False,68.8,E08333
E00118,2025-06-15,Below Expectations,2025-H1,False,34.2,E08333
E00119,2024-06-22,Meets Expectations,2024-H1,False,76.8,E02861
E00119,2024-11-16,Outstanding,2024-H2,False,100.0,E02861
E00119,2025-06-10,High Performer,2025-H1,False,78.0,E02861
E00120,2024-06-06,High Performer,2024-H1,True,92.8,E12191
E00120,2024-11-15,High Performer,2024-H2,False,83.3,E12191
E00120,2025-05-28,Outstanding,2025-H1,False,88.6,E12191
E00121,2024-05-26,Outstanding,2024-H1,False,90.4,E11902
E00121,2024-11-16,Meets Expectations,2024-H2,False,45.1,E11902
E00121,2025-06-01,Meets Expectations,2025-H1,False,66.8,E11902
E00122,2024-05-22,High Performer,2024-H1,False,76.9,E03533
E00122,2024-11-16,Below Expectations,2024-H2,False,13.8,E03533
E00122,2025-05-24,Below Expectations,2025-H1,False,53.8,E03533
E00123,2024-06-13,High Performer,2024-H1,True,86.3,E01919
E00123,2024-11-26,Meets Expectations,2024-H2,False,76.9,E01919
E00123,2025-05-22,Unsatisfactory,2025-H1,False,22.3,E01919
E00124,2024-06-14,High Performer,2024-H1,True,63.6,E00948
E00124,2024-12-28,Below Expectations,2024-H2,False,54.2,E00948
E00124,2025-06-01,Meets Expectations,2025-H1,False,65.5,E00948
E00126,2024-06-02,Meets Expectations,2024-H1,False,59.1,E08705
E00126,2024-12-21,High Performer,2024-H2,False,79.2,E08705
E00126,2025-06-15,High Performer,2025-H1,False,69.6,E08705
E00127,2024-06-21,Meets Expectations,2024-H1,False,60.1,E05771
E00127,2024-11-21,High Performer,2024-H2,False,71.1,E05771
E00127,2025-05-16,Meets Expectations,2025-H1,False,70.6,E05771
E00128,2024-06-03,Outstanding,2024-H1,False,88.0,E14461
E00128,2024-12-10,Unsatisfactory,2024-H2,False,1.3,E14461
E00128,2025-06-23,Meets Expectations,2025-H1,False,61.5,E14461
E00129,2024-06-27,Meets Expectations,2024-H1,False,73.5,E06379
E00129,2024-11-27,High Performer,2024-H2,False,68.9,E06379
E00129,2025-05-21,Below Expectations,2025-H1,False,33.6,E06379
E00130,2024-06-23,Below Expectations,2024-H1,False,45.0,E09598
E00130,2024-11-19,Outstanding,2024-H2,True,79.5,E09598
E00130,2025-06-10,High Performer,2025-H1,False,80.7,E09598
E00132,2024-06-23,Below Expectations,2024-H1,False,44.1,E10384
E00132,2024-11-17,High Performer,2024-H2,False,60.9,E10384
E00132,2025-06-26,Below Expectations,2025-H1,False,38.7,E10384
E00133,2024-06-16,Outstanding,2024-H1,False,84.7,E07434
E00133,2024-11-13,High Performer,2024-H2,True,85.2,E07434
E00133,2025-06-10,High Performer,2025-H1,True,72.5,E07434
E00134,2024-05-21,Meets Expectations,2024-H1,False,55.0,E12826
E00134,2024-11-26,Outstanding,2024-H2,False,85.1,E12826
E00134,2025-05-26,High Performer,2025-H1,False,77.6,E12826
E00135,2024-05-22,Meets Expectations,2024-H1,False,61.2,E01364
E00135,2024-12-22,Below Expectations,2024-H2,False,49.3,E01364
E00135,2025-06-22,Meets Expectations,2025-H1,False,64.5,E01364
E00136,2024-06-25,Meets Expectations,2024-H1,False,65.0,E01262
E00136,2024-12-16,Meets Expectations,2024-H2,False,63.4,E01262
E00136,2025-06-12,Below Expectations,2025-H1,False,25.1,E01262
E00137,2024-06-22,High Performer,2024-H1,False,60.2,E00811
E00137,2024-12-30,Below Expectations,2024-H2,False,39.7,E00811
E00137,2025-05-28,Meets Expectations,2025-H1,False,60.6,E00811
E00138,2024-06-19,Below Expectations,2024-H1,False,51.1,E00835
E00138,2024-12-26,Meets Expectations,2024-H2,False,70.2,E00835
E00138,2025-06-12,Outstanding,2025-H1,False,91.4,E00835
E00139,2024-05-31,Below Expectations,2024-H1,False,43.2,E01982
E00139,2024-11-13,Meets Expectations,2024-H2,False,68.4,E01982
E00139,2025-06-04,Meets Expectations,2025-H1,False,65.0,E01982
E00140,2024-05-24,Meets Expectations,2024-H1,False,65.0,E08329
E00140,2024-11-12,Meets Expectations,2024-H2,False,53.6,E08329
E00140,2025-06-02,High Performer,2025-H1,False,85.3,E08329
E00141,2024-06-06,Meets Expectations,2024-H1,False,68.1,E00986
E00141,2024-11-29,Outstanding,2024-H2,False,82.7,E00986
E00141,2025-06-15,High Performer,2025-H1,True,72.2,E00986
E00143,2024-06-14,High Performer,2024-H1,False,84.1,E10871
E00143,2024-12-10,High Performer,2024-H2,False,77.8,E10871
E00143,2025-06-26,Meets Expectations,2025-H1,False,61.0,E10871
E00145,2024-05-22,Unsatisfactory,2024-H1,False,25.0,E02201
E00145,2024-12-11,Meets Expectations,2024-H2,False,56.7,E02201
E00145,2025-06-27,Meets Expectations,2025-H1,False,59.3,E02201
E00146,2024-06-01,Meets Expectations,2024-H1,False,45.1,E10143
E00148,2024-05-23,Meets Expectations,2024-H1,False,66.8,E07712
E00148,2024-12-25,Meets Expectations,2024-H2,False,56.4,E07712
E00148,2025-06-16,High Performer,2025-H1,True,86.2,E07712
E00149,2024-06-17,Below Expectations,2024-H1,False,63.7,E06846
E00149,2024-11-29,Meets Expectations,2024-H2,False,67.9,E06846
E00150,2024-05-20,Meets Expectations,2024-H1,False,56.1,E01657
E00150,2024-12-10,Meets Expectations,2024-H2,False,55.2,E01657
E00150,2025-06-02,Meets Expectations,2025-H1,False,42.0,E01657
E00151,2024-05-26,Meets Expectations,2024-H1,False,53.3,E03810
E00151,2024-11-15,Outstanding,2024-H2,True,85.8,E03810
E00151,2025-06-15,Meets Expectations,2025-H1,False,59.9,E03810
E00152,2024-05-22,Outstanding,2024-H1,False,91.7,E11933
E00152,2024-11-24,High Performer,2024-H2,False,74.8,E11933
E00152,2025-06-01,Meets Expectations,2025-H1,False,49.0,E11933
E00153,2024-06-15,Outstanding,2024-H1,True,82.4,E03929
E00153,2024-12-05,Below Expectations,2024-H2,False,45.0,E03929
E00153,2025-06-23,Meets Expectations,2025-H1,False,64.1,E03929
E00155,2024-06-27,Meets Expectations,2024-H1,False,48.4,E00952
E00155,2024-11-19,Below Expectations,2024-H2,False,25.9,E00952
E00155,2025-05-27,Meets Expectations,2025-H1,False,72.1,E00952
E00157,2024-06-25,Meets Expectations,2024-H1,False,68.6,E00693
E00157,2024-12-23,Meets Expectations,2024-H2,False,67.2,E00693
E00157,2025-06-09,High Performer,2025-H1,True,87.5,E00693
E00158,2024-06-02,Meets Expectations,2024-H1,False,63.7,E08407
E00158,2024-11-16,Unsatisfactory,2024-H2,False,16.6,E08407
E00158,2025-05-17,High Performer,2025-H1,False,80.3,E08407
E00159,2024-05-21,Meets Expectations,2024-H1,False,62.9,E04001
E00159,2024-11-26,Outstanding,2024-H2,False,85.7,E04001
E00159,2025-05-17,High Performer,2025-H1,False,64.1,E04001
E00160,2024-05-28,Below Expectations,2024-H1,False,44.2,E10143
E00160,2024-11-17,High Performer,2024-H2,False,64.5,E10143
E00161,2024-06-13,Below Expectations,2024-H1,False,47.5,E11603
E00161,2024-11-19,Meets Expectations,2024-H2,False,77.1,E11603
E00161,2025-06-19,High Performer,2025-H1,True,78.0,E11603
E00163,2024-06-08,High Performer,2024-H1,True,87.5,E07786
E00163,2024-12-01,High Performer,2024-H2,False,67.1,E07786
E00163,2025-06-07,Meets Expectations,2025-H1,False,52.6,E07786
E00164,2024-06-25,Outstanding,2024-H1,False,82.4,E05490
E00164,2024-11-19,High Performer,2024-H2,False,75.5,E05490
E00164,2025-05-16,High Performer,2025-H1,True,70.3,E05490
E00165,2024-06-07,High Performer,2024-H1,False,84.9,E00296
E00165,2024-12-24,Meets Expectations,2024-H2,False,51.9,E00296
E00165,2025-06-07,Meets Expectations,2025-H1,False,57.1,E00296
E00166,2024-06-09,Meets Expectations,2024-H1,False,68.3,E00412
